loc_id,name,admin_level,parent_id,geometry,centroid_lon,centroid_lat,has_polygon,bbox_min_lon,bbox_min_lat,bbox_max_lon,bbox_max_lat
ABW,Aruba,0,,"{""type"": ""Polygon"", ""coordinates"": [[[-69.92708587599998, 12.432359696000049], [-70.06346893199998, 12.539306641000053], [-70.0448608399999, 12.580693245000134], [-70.05625152599993, 12.62319469400012], [-69.88957977399991, 12.484860420000075], [-69.86624908499988, 12.415695191000111], [-69.92708587599998, 12.432359696000049]]]}",-69.970276,12.509315,True,-70.063469,12.415695,-69.866249,12.623195
