location_id,shelter_id,shelter_name,address_1,city,county_parish,state,zip,shelter_status_code,assigned_geo_level,loc_id,tract_loc_id,county_loc_id,state_loc_id,latitude,longitude,state_contains_point,county_contains_point,nearest_county_loc_id,nearest_county_distance_deg,geo_classification
nss_shelters-134412,134412,Forest Hill High School,6901 Parker Ave,West Palm Beach,PALM BEACH,FL,33405.0,CLOSED,state,USA-FL,,,USA-FL,26.65449554,-80.06389481,True,True,USA-FL-099,0.0,runtime_missed_county_containment
nss_shelters-70971,70971,Fort Pierce Community Center,700 N. Indian River Drive,FORT PIERCE,SAINT LUCIE,FL,34945.0,CLOSED,state,USA-FL,,,USA-FL,27.45489215,-80.32497698,True,False,USA-FL-111,0.00032508676338474234,inside_state_near_county_edge
nss_shelters-336364,336364,Gaines Park - Community Center,1501 N. Australian Avenue,WEST PALM BCH,PALM BEACH,FL,33401.0,CLOSED,state,USA-FL,,,USA-FL,26.72666614,-80.06662874,True,True,USA-FL-099,0.0,runtime_missed_county_containment
nss_shelters-351079,351079,Gertrude Walden Child Care,601 SE Lake St,STUART,MARTIN,FL,34994.0,CLOSED,state,USA-FL,,,USA-FL,27.1928136,-80.2443325,True,True,USA-FL-085,0.0,runtime_missed_county_containment
nss_shelters-134378,134378,Gifford Middle School,4530 28th Ct,VERO BEACH,INDIAN RIVER,FL,32967.0,CLOSED,state,USA-FL,,,USA-FL,27.67552282,-80.41439657,True,True,USA-FL-061,0.0,runtime_missed_county_containment
nss_shelters-340404,340404,Grant Chapel African Methodist Church,1616 Douglas Street,LAKE WORTH,PALM BEACH,FL,33460.0,CLOSED,state,USA-FL,,,USA-FL,26.59557197,-80.05614265,True,True,USA-FL-099,0.0,runtime_missed_county_containment
nss_shelters-360892,360892,Guidance Center of Marathon,3000 Ocean Terrace,MARATHON,MONROE,FL,33050.0,CLOSED,state,USA-FL,,,USA-FL,24.71127,-81.087159,False,False,USA-FL-087,0.0007001985317694915,outside_state_but_near_claimed_state_county
nss_shelters-70851,70851,Harborside Events Center Special Needs,1375 Monroe St.,FORT MYERS,LEE,FL,33901.0,CLOSED,state,USA-FL,,,USA-FL,26.64415334,-81.8723055,True,True,USA-FL-071,0.0,runtime_missed_county_containment
nss_shelters-134316,134316,Highlands Elementary School,500 20th St SW,VERO BEACH,INDIAN RIVER,FL,32962.0,CLOSED,state,USA-FL,,,USA-FL,27.56782002,-80.38301023,True,True,USA-FL-061,0.0,runtime_missed_county_containment
nss_shelters-347614,347614,Holy Spirit Episcopal Church,1003 Allendale Road,WEST PALM BEACH,PALM BEACH,FL,33405.0,CLOSED,state,USA-FL,,,USA-FL,26.687008,-80.065102,True,True,USA-FL-099,0.0,runtime_missed_county_containment
nss_shelters-336466,336466,Howard Park Community Center,1302 Parker Ave,WEST PALM BEACH,PALM BEACH,FL,33401.0,CLOSED,state,USA-FL,,,USA-FL,26.70219558,-80.06158355,True,True,USA-FL-099,0.0,runtime_missed_county_containment
nss_shelters-134285,134285,IMMACULATE CONCEPTION PARISH,3780 SOUTH A1A,Saint Augustine,Saint Johns,FL,32095.0,CLOSED,state,USA-FL,,,USA-FL,29.82642786,-81.27182061,False,False,USA-FL-109,0.027252167004486513,outside_state_but_near_claimed_state_county
nss_shelters-134426,134426,INACTIVE Flagler Beach United Methodist,1520 S. Daytona Ave,FLAGLER BEACH,FLAGLER,FL,32136.0,CLOSED,state,USA-FL,,,USA-FL,29.46782666,-81.12345803,True,True,USA-FL-035,0.0,runtime_missed_county_containment
nss_shelters-358559,358559,INACTIVE Ocean Center- General Population,101 N Atlantic Ave,DAYTONA BEACH,VOLUSIA,FL,32118.0,CLOSED,state,USA-FL,,,USA-FL,29.2284566,-81.0110611,True,True,USA-FL-127,0.0,runtime_missed_county_containment
nss_shelters-133642,133642,INACTIVE Venice/nokomis United Methodist Church,208 PALM AVENUE,NOKOMIS,SARASOTA,FL,34275.0,CLOSED,state,USA-FL,,,USA-FL,27.11983174,-82.45460752,False,False,USA-FL-115,0.002570414610962035,outside_state_but_near_claimed_state_county
nss_shelters-134260,134260,JD Parker Elementary School,1050 E 10th Street,STUART,MARTIN,FL,34994.0,CLOSED,state,USA-FL,,,USA-FL,27.19010371,-80.23446968,True,True,USA-FL-085,0.0,runtime_missed_county_containment
nss_shelters-346501,346501,Karen Bird Elementary School,1501 50th St Ct N,BRADENTON BEACH,MANATEE,FL,34218.0,CLOSED,state,USA-FL,,,USA-FL,27.4650295,-82.6986001,False,False,USA-FL-081,0.008697542369309337,outside_state_but_near_claimed_state_county
nss_shelters-346504,346504,Karen Bird High School,101 No See-Um Rd.,BRADENTON BEACH,MANATEE,FL,34218.0,CLOSED,state,USA-FL,,,USA-FL,27.4650295,-82.6986001,False,False,USA-FL-081,0.008697542369309337,outside_state_but_near_claimed_state_county
nss_shelters-346502,346502,Karen Bird Middle School,904 15th Ave Cir Dr SW,BRADENTON BEACH,MANATEE,FL,34218.0,CLOSED,state,USA-FL,,,USA-FL,27.4650295,-82.6986001,False,False,USA-FL-081,0.008697542369309337,outside_state_but_near_claimed_state_county
nss_shelters-346505,346505,Karen Bird Pre-School,773-F Bradenton Beach Ln,BRADENTON BEACH,MANATEE,FL,34218.0,CLOSED,state,USA-FL,,,USA-FL,27.4650295,-82.6986001,False,False,USA-FL-081,0.008697542369309337,outside_state_but_near_claimed_state_county
nss_shelters-346503,346503,Karen Bird University,7682 Karen Bird Blvd.,BRADENTON BEACH,MANATEE,FL,34218.0,CLOSED,state,USA-FL,,,USA-FL,27.4650295,-82.6986001,False,False,USA-FL-081,0.008697542369309337,outside_state_but_near_claimed_state_county
nss_shelters-346797,346797,Kinlock Park MS,4340 NW 3RD ST,MIAMI,MIAMI-DADE,FL,33132.0,CLOSED,state,USA-FL,,,USA-FL,25.77936937,-80.17762015,False,False,USA-FL-086,0.01120360270960949,outside_state_but_near_claimed_state_county
nss_shelters-134208,134208,Lake Worth Middle School,1300 Barnett Dr,LAKE WORTH,Palm Beach,FL,33460.0,CLOSED,state,USA-FL,,,USA-FL,26.63038472,-80.07043288,True,True,USA-FL-099,0.0,runtime_missed_county_containment
nss_shelters-345186,345186,Liberty Magnet School - Pets,6850  81st Street,Vero Beach,Indian River,FL,32967.0,CLOSED,state,USA-FL,,,USA-FL,27.7425284,-80.4664387,True,True,USA-FL-061,0.0,runtime_missed_county_containment
nss_shelters-134099,134099,MILLVILLE ELEMENTARY SCHOOL,203 N EAST AVE,PANAMA CITY,BAY,FL,32401.0,CLOSED,state,USA-FL,,,USA-FL,30.15071785,-85.62516734,True,True,USA-FL-005,0.0,runtime_missed_county_containment
nss_shelters-340647,340647,Merriam Cherry Street Elementary School,1125 Cherry St,PANAMA CITY,Bay,FL,32401.0,CLOSED,state,USA-FL,,,USA-FL,30.14597719,-85.64547717,True,True,USA-FL-005,0.0,runtime_missed_county_containment
nss_shelters-134101,134101,Miller Elementary,601 43rd St W,Bradenton,Manatee,FL,34209.0,CLOSED,state,USA-FL,,,USA-FL,27.49482246,-82.60386021,True,True,USA-FL-081,0.0,runtime_missed_county_containment
nss_shelters-134091,134091,Moose #1282,2454 SE Indian Street,STUART,MARTIN,FL,34995.0,CLOSED,state,USA-FL,,,USA-FL,27.16873687,-80.21979228,True,True,USA-FL-085,0.0,runtime_missed_county_containment
nss_shelters-330260,330260,Mulberry Middle School,500 Se 9Th Ave.,Mulberry,Polk,FL,33860.0,CLOSED,state,USA-FL,,,USA-FL,0.0,0.0,False,False,,,zero_zero_bad_source_point
nss_shelters-135049,135049,North Grade Elementary School,824 N K St,LAKE WORTH,Palm Beach,FL,33460.0,CLOSED,state,USA-FL,,,USA-FL,26.6253755,-80.05503648,True,True,USA-FL-099,0.0,runtime_missed_county_containment
nss_shelters-134008,134008,OCHLOCKONEE BAY UNITED METHODIST CHURCH,2780 SURF RD,Panacea,Wakulla,FL,32346.0,CLOSED,state,USA-FL,,,USA-FL,29.98070102,-84.38954383,True,True,USA-FL-129,0.0,runtime_missed_county_containment
nss_shelters-340736,340736,Oakland Terrace Elementary School,2010 W. 12th St,PANAMA CITY,BAY,FL,32401.0,CLOSED,state,USA-FL,,,USA-FL,30.17001021,-85.6916156,True,True,USA-FL-005,0.0,runtime_missed_county_containment
nss_shelters-358560,358560,Ocean Center,101 N Atlantic Ave,Daytona Beach,Volusia,FL,32118.0,CLOSED,state,USA-FL,,,USA-FL,29.2284566,-81.0110611,True,True,USA-FL-127,0.0,runtime_missed_county_containment
nss_shelters-336494,336494,Our Savior Lutheran Church - Lake Worth,1615 Lake Avenue,LAKE WORTH,PALM BEACH,FL,33463.0,CLOSED,state,USA-FL,,,USA-FL,26.61609449,-80.06434447,True,True,USA-FL-099,0.0,runtime_missed_county_containment
nss_shelters-363870,363870,Parker Community Center,935 W. Park St.,PARKER,BAY,FL,32404.0,CLOSED,state,USA-FL,,,USA-FL,30.12976,-85.60514,True,True,USA-FL-005,0.0,runtime_missed_county_containment
nss_shelters-133960,133960,Pelican Island Elementary,1355 Schumann Dr,SEBASTIAN,INDIAN RIVER,FL,32958.0,CLOSED,state,USA-FL,,,USA-FL,27.76290995,-80.46429096,True,True,USA-FL-061,0.0,runtime_missed_county_containment
nss_shelters-360745,360745,Percy Peak Gym,2902 D St.,FORT PIERCE,SAINT LUCIE,FL,34947.0,CLOSED,state,USA-FL,,,USA-FL,27.48094,-80.3416,True,True,USA-FL-111,0.0,runtime_missed_county_containment
nss_shelters-330128,330128,Remove Trinity United Methodist Church,3200 Manatee Ave E,BRADENTON,MANATEE,FL,34205.0,CLOSED,state,USA-FL,,,USA-FL,27.49564043,-82.59364271,True,True,USA-FL-081,0.0,runtime_missed_county_containment
nss_shelters-133868,133868,Royal Palm Exceptional Center,3050 INDIAN ST,FORT MYERS,LEE,FL,33916.0,CLOSED,state,USA-FL,,,USA-FL,26.64468394,-81.85130633,True,True,USA-FL-071,0.0,runtime_missed_county_containment
nss_shelters-70958,70958,SAFETY HARBOR MIDDLE SCHOOL,125 7TH ST N,SAFETY HARBOR,PINELLAS,FL,34695.0,CLOSED,state,USA-FL,,,USA-FL,27.99728226,-82.68834132,True,True,USA-FL-103,0.0,runtime_missed_county_containment
nss_shelters-133828,133828,SAINT PAUL'S BY THE SEA EPISCOPAL CHURCH- INACTIVE,465 11TH AVE N,JACKSONVILLE BEACH,DUVAL,FL,32250.0,CLOSED,state,USA-FL,,,USA-FL,30.29904303,-81.39590764,True,True,USA-FL-031,0.0,runtime_missed_county_containment
nss_shelters-340742,340742,Saint Andrew's Episcopal Church,100 North Palmway,LAKE WORTH,PALM BEACH,FL,33460.0,CLOSED,state,USA-FL,,,USA-FL,26.6165579,-80.0503802,True,True,USA-FL-099,0.0,runtime_missed_county_containment
nss_shelters-336556,336556,Saint Francis of Assisi Catholic Church,200 W. 20th Street,RIVIERA BEACH,PALM BEACH,FL,33404.0,CLOSED,state,USA-FL,,,USA-FL,26.77893473,-80.05892155,True,True,USA-FL-099,0.0,runtime_missed_county_containment
nss_shelters-340545,340545,Salem Haitian Evangelical Lutheran Church,1012 Dixie Hwy,LAKE WORTH,PALM BEACH,FL,33460.0,CLOSED,state,USA-FL,,,USA-FL,26.6031326,-80.0577713,True,True,USA-FL-099,0.0,runtime_missed_county_containment
nss_shelters-334146,334146,"Salvation Army, Red Shield Lodge",2476 Edison Avenue,FORT MYERS,LEE,FL,33916.0,CLOSED,state,USA-FL,,,USA-FL,26.63353289,-81.86264998,True,True,USA-FL-071,0.0,runtime_missed_county_containment
nss_shelters-134974,134974,Sebastian River High School,9001 90th Ave,SEBASTIAN,INDIAN RIVER,FL,32958.0,CLOSED,state,USA-FL,,,USA-FL,27.82653698,-80.47616201,False,True,USA-FL-061,0.0,runtime_missed_county_containment
nss_shelters-346700,346700,South Dade High School,28401 SW 167th Ave,HOMESTEAD,MIAMI-DADE,FL,33030.0,CLOSED,state,USA-FL,,,USA-FL,25.77936937,-80.17762015,False,False,USA-FL-086,0.01120360270960949,outside_state_but_near_claimed_state_county
nss_shelters-360763,360763,St Johns County Health and Human Services (Special Needs),200 San Sebastian View,St. Augustine,SAINT JOHNS,FL,32084.0,CLOSED,state,USA-FL,,,USA-FL,29.93165275,-81.33184615,True,True,USA-FL-109,0.0,runtime_missed_county_containment
nss_shelters-336573,336573,St Paul Episcopal Church of Delray,188 South Swinton Ave,DELRAY BEACH,PALM BEACH,FL,33444.0,CLOSED,state,USA-FL,,,USA-FL,26.45750805,-80.07302292,True,True,USA-FL-099,0.0,runtime_missed_county_containment
nss_shelters-351560,351560,St. Alban's Episcopal Church,330 85th Ave,ST PETE BCH,PINELLAS,FL,33706.0,CLOSED,state,USA-FL,,,USA-FL,27.7496387,-82.7549294,False,False,USA-FL-103,0.0019094167945743487,outside_state_but_near_claimed_state_county
nss_shelters-344979,344979,St. Hilary's Episcopal Church,5011 McGregor Boulevard,FORT MYERS,LEE,FL,33901.0,CLOSED,state,USA-FL,,,USA-FL,26.597312,-81.889216,True,True,USA-FL-071,0.0,runtime_missed_county_containment
nss_shelters-344984,344984,St. Peter Evangelical Lutheran Church,3751 Estero Blvd,FORT MYERS BEACH,LEE,FL,33931.0,CLOSED,state,USA-FL,,,USA-FL,26.441755,-81.927938,False,False,USA-FL-071,0.004737573146265132,outside_state_but_near_claimed_state_county
nss_shelters-134948,134948,Sugarloaf School,255 CRANE BLVD,SUMMERLAND KEY,MONROE,FL,33042.0,CLOSED,state,USA-FL,,,USA-FL,24.6796743,-81.55837916,True,True,USA-FL-087,0.0,runtime_missed_county_containment
nss_shelters-340314,340314,Sunlight Community Church,1325 North A. Street,LAKE WORTH,PALM BEACH,FL,33460.0,CLOSED,state,USA-FL,,,USA-FL,26.63239021,-80.06451534,True,True,USA-FL-099,0.0,runtime_missed_county_containment
nss_shelters-70959,70959,TARPON SPRINGS MIDDLE SCHOOL,501 N FLORIDA AVE,TARPON SPRINGS,PINELLAS,FL,34689.0,CLOSED,state,USA-FL,,,USA-FL,28.15100337,-82.78145712,True,True,USA-FL-103,0.0,runtime_missed_county_containment
nss_shelters-360779,360779,TEST - Island Christian School,83400 Overseas Hwy,Islamorada,Monroe,FL,33036.0,CLOSED,state,USA-FL,,,USA-FL,24.933365,-80.6185,False,False,USA-FL-086,0.2488099159949352,outside_state_but_near_claimed_state_county
nss_shelters-331790,331790,THE SOURCE,1015 COMMERCE AVENUE,Vero Beach,Indian River,FL,32961.0,CLOSED,state,USA-FL,,,USA-FL,27.61989976,-80.38964723,True,True,USA-FL-061,0.0,runtime_missed_county_containment
nss_shelters-347488,347488,Tabernacle Missionary Baptist Church,801 8th Street,WEST PALM BCH,PALM BEACH,FL,33401.0,CLOSED,state,USA-FL,,,USA-FL,26.7208457,-80.05941428,True,True,USA-FL-099,0.0,runtime_missed_county_containment
nss_shelters-332715,332715,Unitarian Universalists Of Clearwater,2470 Nursery Rd,CLEARWATER,PINELLAS,FL,33764.0,CLOSED,state,USA-FL,,,USA-FL,27.79671076,-82.6328991,False,False,USA-FL-103,0.0003595082043480878,outside_state_but_near_claimed_state_county
nss_shelters-133636,133636,VBHS Freshman Learning Center,1507 19th Street,Vero Beach,Indian River,FL,32960.0,CLOSED,state,USA-FL,,,USA-FL,27.635362,-80.401439,True,True,USA-FL-061,0.0,runtime_missed_county_containment
nss_shelters-133644,133644,VENICE COMMUNITY CENTER,326 NOKOMIS AVENUE S,VENICE,SARASOTA,FL,34285.0,CLOSED,state,USA-FL,,,USA-FL,27.09555904,-82.4454884,True,True,USA-FL-115,0.0,runtime_missed_county_containment
nss_shelters-344059,344059,Verizon,11287 OVERSEAS HWY,MARATHON,MONROE,FL,33050.0,CLOSED,state,USA-FL,,,USA-FL,24.729117,-81.034126,False,True,USA-FL-087,0.0,runtime_missed_county_containment
nss_shelters-133637,133637,Vero Beach Elementary School,1770 12th Street,VERO BEACH,INDIAN RIVER,FL,32960.0,CLOSED,state,USA-FL,,,USA-FL,27.63082652,-80.4026874,True,True,USA-FL-061,0.0,runtime_missed_county_containment
nss_shelters-336578,336578,Wells Recreation Center,2409 Avenue H West,RIVIERA BEACH,PALM BEACH,FL,33404.0,CLOSED,state,USA-FL,,,USA-FL,26.78188451,-80.06384984,True,True,USA-FL-099,0.0,runtime_missed_county_containment
nss_shelters-134915,134915,West Port High School,3733 SW 80th AVE,Ocala,Marion,FL,34481.0,CLOSED,state,USA-FL,,,USA-FL,26.45910018,-80.08303764,True,True,USA-FL-099,0.0,runtime_missed_county_containment
nss_shelters-363492,363492,Blythe Island Baptist Church,170 Cut-Off Road,BRUNSWICK,GLYNN,GA,31523.0,CLOSED,state,USA-GA,,,USA-GA,31.1770792,-81.540107,True,True,USA-GA-127,0.0,runtime_missed_county_containment
nss_shelters-358567,358567,Seldon Park,100 Genoa Martin Drive,Brunswick,GLYNN,GA,31520.0,CLOSED,state,USA-GA,,,USA-GA,31.172323,-81.508094,True,True,USA-GA-127,0.0,runtime_missed_county_containment
nss_shelters-140729,140729,YMCA - Tybee Island Branch,305 5th Avenue,TYBEE ISLAND,CHATHAM,GA,31328.0,CLOSED,state,USA-GA,,,USA-GA,32.0125123,-80.84540565,True,True,USA-GA-051,0.0,runtime_missed_county_containment
nss_shelters-353322,353322,Asan-Maina Community Center,141 Nino Perdido Dr.,ASAN,GUAM,GU,96910.0,CLOSED,state,USA-GU,,,USA-GU,13.4726593,144.7196388,True,False,,,no_county_bank_for_state
nss_shelters-346449,346449,FQ Sanchez Elementary School,159 San Dinosio,HAGATNA,GUAM,GU,96932.0,CLOSED,state,USA-GU,,,USA-GU,13.29920277,144.66352324,True,False,,,no_county_bank_for_state
nss_shelters-353267,353267,Francisco Q. Sanchez Elementary,159 San Dioniso,MERIZO,GUAM,GU,96916.0,CLOSED,state,USA-GU,,,USA-GU,13.2993052,144.6632668,True,False,,,no_county_bank_for_state
nss_shelters-71017,71017,IMS,433 Belen Ave,Merizo,GUAM,GU,96916.0,CLOSED,state,USA-GU,,,USA-GU,13.27293961,144.74626195,True,False,,,no_county_bank_for_state
nss_shelters-353326,353326,Inarajan Community Center,San Jose Ave.,INARAJAN,GUAM,GU,96917.0,CLOSED,state,USA-GU,,,USA-GU,13.2749977,144.7483081,True,False,,,no_county_bank_for_state
nss_shelters-353328,353328,Merizo Community Center,"Lot 2 Historic Site 66061123, Route 4",MERIZO,GUAM,GU,96915.0,CLOSED,state,USA-GU,,,USA-GU,13.25499858,144.68192364,False,False,,,no_county_bank_for_state
nss_shelters-71021,71021,Merizo MMES,J.A. Cruz Avenue At Pigua Street,Merizo,GUAM,GU,96915.0,CLOSED,state,USA-GU,,,USA-GU,13.27230905,144.67307408,True,False,,,no_county_bank_for_state
nss_shelters-353332,353332,Umatac Community Center,159 San Dionicio St.,UMATAC,GUAM,GU,96915.0,CLOSED,state,USA-GU,,,USA-GU,13.29972405,144.662546,True,False,,,no_county_bank_for_state
nss_shelters-338256,338256,Ala Moana Regional Park,1201 Ala Moana Blvd,HONOLULU,HONOLULU,HI,96814.0,CLOSED,state,USA-HI,,,USA-HI,21.2920811,-157.85231855,True,True,USA-HI-003,0.0,runtime_missed_county_containment
nss_shelters-337408,337408,Ala Wai Community Park,2015 Kapiolani Blvd.,HONOLULU,HONOLULU,HI,96826.0,CLOSED,state,USA-HI,,,USA-HI,21.28934716,-157.83211978,True,True,USA-HI-003,0.0,runtime_missed_county_containment
nss_shelters-335555,335555,Ala Wai Golf Club House,404 Kapahulu Ave.,HONOLULU,HONOLULU,HI,96815.0,CLOSED,state,USA-HI,,,USA-HI,21.27412164,-157.81619278,True,True,USA-HI-003,0.0,runtime_missed_county_containment
nss_shelters-138843,138843,Aliiolani Elementary,1240 7th Ave,HONOLULU,HONOLULU,HI,96816.0,CLOSED,state,USA-HI,,,USA-HI,21.28632544,-157.8042318,True,True,USA-HI-003,0.0,runtime_missed_county_containment
nss_shelters-337658,337658,Aliiolani Elementary Medical Shelter,1240  7th Ave.,HONOLULU,HONOLULU,HI,96816.0,CLOSED,state,USA-HI,,,USA-HI,21.28632544,-157.8042318,True,True,USA-HI-003,0.0,runtime_missed_county_containment
nss_shelters-339866,339866,Breath of Life,4303 Rice Street,LIHUE,KAUAI,HI,96766.0,CLOSED,state,USA-HI,,,USA-HI,21.9683263,-159.35855704,True,True,USA-HI-007,0.0,runtime_missed_county_containment
nss_shelters-138756,138756,Brigham Young University Hawaii,55-220 Kulanui St,LAIE,HONOLULU,HI,96762.0,CLOSED,state,USA-HI,,,USA-HI,21.64719639,-157.92457008,True,False,USA-HI-003,0.007805438174759478,inside_state_near_county_edge
nss_shelters-337660,337660,Brigham Young University Hawaii Medical Shelter,55-220 Kulanui,LAIE,HONOLULU,HI,96762.0,CLOSED,state,USA-HI,,,USA-HI,21.64719639,-157.92457008,True,False,USA-HI-003,0.007805438174759478,inside_state_near_county_edge
nss_shelters-138672,138672,Campbell High,91-980 North Rd,EWA BEACH,HONOLULU,HI,96706.0,CLOSED,state,USA-HI,,,USA-HI,21.31238197,-158.0100966,False,False,USA-HI-003,0.0009189521167688181,outside_state_but_near_claimed_state_county
nss_shelters-349165,349165,Elaine Chang Foundation (Ohana Family of the Living God,54-230 Kamehameha Hwy.,HAUULA,HONOLULU,HI,96717.0,CLOSED,state,USA-HI,,,USA-HI,21.620535,-157.914399,False,False,USA-HI-003,0.001317657136224098,outside_state_but_near_claimed_state_county
nss_shelters-336570,336570,Epiphany Church,1041 10th Ave,HONOLULU,HONOLULU,HI,96816.0,CLOSED,state,USA-HI,,,USA-HI,21.28121729,-157.80263101,True,True,USA-HI-003,0.0,runtime_missed_county_containment
nss_shelters-333241,333241,Haiku Elementary,105 Pauwela Rd,HAIKU,MAUI,HI,96708.0,CLOSED,state,USA-HI,,,USA-HI,20.92768481,-156.32258976,True,True,USA-HI-009,0.0,runtime_missed_county_containment
nss_shelters-345109,345109,Hakalau Gym,29-2147 Gov't Main Rd.,HAKALAU,HAWAII,HI,96710.0,CLOSED,state,USA-HI,,,USA-HI,19.897599,-155.125538,False,True,USA-HI-001,0.0,runtime_missed_county_containment
nss_shelters-349960,349960,Hana Community Center,5091 Uakea Rd.,HANA MAUI,MAUI,HI,96713.0,CLOSED,state,USA-HI,,,USA-HI,20.7531989,-155.9843673,False,False,USA-HI-009,0.009456979780657758,outside_state_but_near_claimed_state_county
nss_shelters-138683,138683,Hana High School,4111 Hana Highway,Hana,MAUI,HI,96713.0,CLOSED,state,USA-HI,,,USA-HI,20.70566918,-155.995956,False,False,USA-HI-009,0.0055846266291457525,outside_state_but_near_claimed_state_county
nss_shelters-340543,340543,Hauula Community Park,54-050 Kamehameha Hwy,HAUULA,HONOLULU,HI,96717.0,CLOSED,state,USA-HI,,,USA-HI,21.6073867,-157.9082747,True,True,USA-HI-003,0.0,runtime_missed_county_containment
nss_shelters-138839,138839,Hawaii Convention Center,1801 Kalakaua Avenue,Honolulu,HONOLULU,HI,96815.0,CLOSED,state,USA-HI,,,USA-HI,21.28866368,-157.83464687,True,True,USA-HI-003,0.0,runtime_missed_county_containment
nss_shelters-342851,342851,Hawaii Convention Center Medical Shelter,1801 Kalakaua Ave.,HONOLULU,HONOLULU,HI,96815.0,CLOSED,state,USA-HI,,,USA-HI,21.290019,-157.8354571,True,True,USA-HI-003,0.0,runtime_missed_county_containment
nss_shelters-138838,138838,Hawaii School for Deaf and Blind,3440 Leahi Ave,HONOLULU,HONOLULU,HI,96815.0,CLOSED,state,USA-HI,,,USA-HI,21.27353708,-157.81605789,True,True,USA-HI-003,0.0,runtime_missed_county_containment
nss_shelters-349959,349959,Helene Hall,150 Keawa Pl.,HANA,MAUI,HI,96713.0,CLOSED,state,USA-HI,,,USA-HI,20.7557028,-155.9852351,True,False,USA-HI-009,0.009157562369523252,inside_state_near_county_edge
nss_shelters-339528,339528,Holy Trinity Catholic Church,5919 Kalanianaole Hwy,HONO,HONOLULU,HI,96821.0,CLOSED,state,USA-HI,,,USA-HI,21.2835204,-157.7290675,False,False,USA-HI-003,0.0005120666101089766,outside_state_but_near_claimed_state_county
nss_shelters-359826,359826,Iolani High School,563 Kamoku Street,HONOLULU,HONOLULU,HI,96826.0,CLOSED,state,USA-HI,,,USA-HI,21.2854286,-157.8231665,True,True,USA-HI-003,0.0,runtime_missed_county_containment
nss_shelters-332986,332986,KAPAA NEIGHBORHOOD CENTER,4491 KOU STREET,Kapaa,Kauai,HI,96746.0,CLOSED,state,USA-HI,,,USA-HI,22.07958143,-159.3136539,False,False,USA-HI-007,0.009059842084299392,outside_state_but_near_claimed_state_county
nss_shelters-334470,334470,Kahala Community Park,4495 Pahoa Ave,HONOLULU,HONOLULU,HI,96816.0,CLOSED,state,USA-HI,,,USA-HI,21.2725838,-157.78299881,True,True,USA-HI-003,0.0,runtime_missed_county_containment
nss_shelters-345098,345098,Kahala Elementary,4559 Kilauea Ave,HONOLULU,HONOLULU,HI,96816.0,CLOSED,state,USA-HI,,,USA-HI,21.273534,-157.7846,True,True,USA-HI-003,0.0,runtime_missed_county_containment
nss_shelters-337717,337717,Kahala Elementary Medical Shelter,4559 Kilauea Ave.,HONOLULU,HONOLULU,HI,96816.0,CLOSED,state,USA-HI,,,USA-HI,21.27372594,-157.78532805,True,True,USA-HI-003,0.0,runtime_missed_county_containment
nss_shelters-138699,138699,Kahuku High and Intermediate,56-490 Kamehameha Hwy,KAHUKU,HONOLULU,HI,96731.0,CLOSED,state,USA-HI,,,USA-HI,21.67697294,-157.94839312,True,False,USA-HI-003,0.0009184500712744566,inside_state_near_county_edge
nss_shelters-337719,337719,Kahuku High and Intermediate Medical Shelter,56-490 Kamehameha Hwy.,KAHUKU,HONOLULU,HI,96731.0,CLOSED,state,USA-HI,,,USA-HI,21.67697294,-157.94839312,True,False,USA-HI-003,0.0009184500712744566,inside_state_near_county_edge
nss_shelters-341453,341453,Kaimuki Community Park,3521 Waialae Ave.,HON,HONOLULU,HI,96816.0,CLOSED,state,USA-HI,,,USA-HI,21.28302,-157.800851,True,True,USA-HI-003,0.0,runtime_missed_county_containment
nss_shelters-138847,138847,Kaimuki High,2705 Kaimuki Ave,HONOLULU,HONOLULU,HI,96816.0,CLOSED,state,USA-HI,,,USA-HI,21.28833093,-157.81636366,True,True,USA-HI-003,0.0,runtime_missed_county_containment
nss_shelters-342925,342925,Kaimuki High Medical Shelter,2705 Kaimuki Ave.,HONOLULU,HONOLULU,HI,96816.0,CLOSED,state,USA-HI,,,USA-HI,21.285906,-157.817523,True,True,USA-HI-003,0.0,runtime_missed_county_containment
nss_shelters-337750,337750,Kaimuki Middle Medical Shelter,631 18th Ave.,HONOLULU,HONOLULU,HI,96816.0,CLOSED,state,USA-HI,,,USA-HI,21.27051536,-157.79752286,True,True,USA-HI-003,0.0,runtime_missed_county_containment
nss_shelters-138848,138848,Kaimuki Middle School,631 18th Ave,HONOLULU,HONOLULU,HI,96816.0,CLOSED,state,USA-HI,,,USA-HI,21.27051536,-157.79752286,True,True,USA-HI-003,0.0,runtime_missed_county_containment
nss_shelters-342941,342941,Kalani High Medical Center,4680 Kalanianaole Hwy.,HONOLULU,HONOLULU,HI,96821.0,CLOSED,state,USA-HI,,,USA-HI,21.278885,-157.773816,True,True,USA-HI-003,0.0,runtime_missed_county_containment
nss_shelters-138885,138885,Kalani High School,4680 Kalanianaole Hwy,HONOLULU,HONOLULU,HI,96821.0,CLOSED,state,USA-HI,,,USA-HI,21.27706242,-157.77234184,True,True,USA-HI-003,0.0,runtime_missed_county_containment
nss_shelters-337430,337430,Kamilo Iki Community Park,7750 Hawaii Kai Dr,HONOLULU,HONOLULU,HI,96825.0,CLOSED,state,USA-HI,,,USA-HI,21.29334015,-157.68488278,True,True,USA-HI-003,0.0,runtime_missed_county_containment
