location_id,shelter_id,shelter_name,address_1,city,county_parish,state,zip,shelter_status_code,assigned_geo_level,loc_id,tract_loc_id,county_loc_id,state_loc_id,latitude,longitude
nss_shelters-364756,364756,Roadway Inn - Watsonville (COVID),1620 W. Beech Street,WATSONVILLE,MONTEREY,CA,95076,CLOSED,state,USA-CA,,,USA-CA,0.0,0.0
nss_shelters-173477,173477,SALLY GRIFFEN SENIOR CENTER,700 JEWELL ST,PACIFIC GROVE,MONTEREY,CA,93950,CLOSED,state,USA-CA,,,USA-CA,36.6245954,-121.91892661
nss_shelters-352445,352445,SBCC Gymnasium,721 Cliff Dr.,SANTA BARBARA,SANTA BARBARA,CA,93109,CLOSED,state,USA-CA,,,USA-CA,34.4064006,-119.6972865
nss_shelters-173900,173900,ST MARKS UNIVERSITY PARISH,6550 PICASSO RD,GOLETA,SANTA BARBARA,CA,93117,CLOSED,state,USA-CA,,,USA-CA,34.41514104,-119.85621462
nss_shelters-358957,358957,Salvation Army Chinatown Corps,1450 Powell Street,SAN FRANCISCO,SAN FRANCISCO,CA,94133,CLOSED,state,USA-CA,,,USA-CA,37.7980205,-122.410059
nss_shelters-346728,346728,San Mateo Adult High School,789 East Poplar Avenue,SAN MATEO,SAN MATEO,CA,94401,CLOSED,state,USA-CA,,,USA-CA,37.5762756,-122.3287868
nss_shelters-173551,173551,San Mateo High School,506 North Delaware Street,SAN MATEO,SAN MATEO,CA,94401,CLOSED,state,USA-CA,,,USA-CA,37.57641085,-122.33015959
nss_shelters-356795,356795,San Mateo King Center,725 Monte Diablo Ave,SAN MATEO,SAN MATEO,CA,94401,CLOSED,state,USA-CA,,,USA-CA,37.5735373,-122.3244775
nss_shelters-173558,173558,San Pedro High School,1001 W. 15TH ST.,SAN PEDRO,LOS ANGELES,CA,90731,CLOSED,state,USA-CA,,,USA-CA,33.73064006,-118.29909249
nss_shelters-354731,354731,"San Pedro High School, So. Region #15",3210 South Alma St.,SAN PEDRO,LOS ANGELES,CA,90731,CLOSED,state,USA-CA,,,USA-CA,33.7241323,-118.2643567
nss_shelters-346726,346726,Sandpiper Community Center,797 Redwood Shores Parkway,REDWOOD CITY,SAN MATEO,CA,94065,CLOSED,state,USA-CA,,,USA-CA,37.5376049,-122.2356392
nss_shelters-173584,173584,Santa Barbara Hillel/ M. Rosman Jewish Student Center,781 Embarcadero Del Mar,GOLETA,SANTA BARBARA,CA,93117,CLOSED,state,USA-CA,,,USA-CA,34.41562667,-119.857042
nss_shelters-364541,364541,Sausalito City Hall,420 Litho St,SAUSALITO,MARIN,CA,94965,CLOSED,state,USA-CA,,,USA-CA,37.8596498,-122.4888695
nss_shelters-171513,171513,Sausalito Portuguese Cultural Center,511 Caledonia Ave,SAUSALITO,Marin,CA,94965,CLOSED,state,USA-CA,,,USA-CA,37.86054266,-122.4889259
nss_shelters-173658,173658,Sea Ranch Lodge,60 SEA WALK DRIVE,THE SEA RANCH,SONOMA,CA,95497,CLOSED,state,USA-CA,,,USA-CA,38.68058157,-123.42891227
nss_shelters-364769,364769,Seventh Day Adventist Camp Grounds,1931 Soquel San Jose Rd,SOQUEL,SANTA CRUZ,CA,95073,CLOSED,state,USA-CA,,,USA-CA,0.0,0.0
nss_shelters-173893,173893,St Ignatius College Preparatory,2001 37th Avenue,San Francisco,San Francisco,CA,94116,CLOSED,state,USA-CA,,,USA-CA,37.74968323,-122.49552693
nss_shelters-173909,173909,St Peter and Paul Church,666 Filbert Street,San Francisco,San Francisco,CA,94133,CLOSED,state,USA-CA,,,USA-CA,37.80125935,-122.41049603
nss_shelters-173967,173967,St. Stephens Episcopal Church,3 Bayview Avenue,BELVEDERE TIBURON,MARIN,CA,94920,CLOSED,state,USA-CA,,,USA-CA,37.87685636,-122.47122725
nss_shelters-174056,174056,Sunset View Elementary School,4365 HILL STREET,SAN DIEGO,SAN DIEGO,CA,92107,CLOSED,state,USA-CA,,,USA-CA,32.72488327,-117.25150823
nss_shelters-364736,364736,TEP - Healdsburg Park,1557 Healdsburg Ave,HEALDSBURG,SONOMA,CA,95448,CLOSED,state,USA-CA,,,USA-CA,0.0,0.0
nss_shelters-364746,364746,TEP - Lambrecht Sports Complex,Lambrecht Dr,SUISUN CITY,SOLANO,CA,94585,CLOSED,state,USA-CA,,,USA-CA,0.0,0.0
nss_shelters-364742,364742,TEP - Ragle Ranch,500 Ragle Road,SEBASTOPOL,SONOMA,CA,95472,CLOSED,state,USA-CA,,,USA-CA,0.0,0.0
nss_shelters-364811,364811,TEP - Santa Anita Racetrack,285 W Huntington Dr,ARCADIA,LOS ANGELES,CA,91007,CLOSED,state,USA-CA,,,USA-CA,0.0,0.0
nss_shelters-364735,364735,TEP - Santa Rosa Place to Play,2375 W 3rd St.,SANTA ROSA,SONOMA,CA,95401,CLOSED,state,USA-CA,,,USA-CA,0.0,0.0
nss_shelters-364740,364740,TEP - Schopflin Fields,4351 Old Redwood Highway,SANTA ROSA,SONOMA,CA,95403,CLOSED,state,USA-CA,,,USA-CA,0.0,0.0
nss_shelters-364737,364737,TEP - Spring Lake Park,5585 Newanga Ave,SANTA ROSA,SONOMA,CA,95405,CLOSED,state,USA-CA,,,USA-CA,0.0,0.0
nss_shelters-364744,364744,TEP - Vacaville Ice Center,551 Davis St,VACAVILLE,SOLANO,CA,95688,CLOSED,state,USA-CA,,,USA-CA,0.0,0.0
nss_shelters-364743,364743,TEP - West Marin School,11550 Shoreline Hwy,POINT REYES STATION,MARIN,CA,94956,CLOSED,state,USA-CA,,,USA-CA,0.0,0.0
nss_shelters-364734,364734,TEP - Westide Regional Park,2400 Westshore Rd,BODEGA BAY,SONOMA,CA,94923,CLOSED,state,USA-CA,,,USA-CA,0.0,0.0
nss_shelters-364861,364861,TEP -Embassy Suites Loveland,4705 Clydesdale Pkwy,SANTA CRUZ,SANTA CRUZ,CA,80538,CLOSED,state,USA-CA,,,USA-CA,0.0,0.0
nss_shelters-174214,174214,Treasure Island Administrative Building 1,410 Avenue of the Palms,San Francisco,San Francisco,CA,94130,CLOSED,state,USA-CA,,,USA-CA,37.82009115,-122.3744602
nss_shelters-174216,174216,Treasure Island Oasis Event Venue,401 California Avenue,SAN FRANCISCO,SAN FRANCISCO,CA,94130,CLOSED,state,USA-CA,,,USA-CA,37.81871519,-122.36907326
nss_shelters-174215,174215,Treasure Island YMCA,749 9th Street,SAN FRANCISCO,SAN FRANCISCO,CA,94130,CLOSED,state,USA-CA,,,USA-CA,37.82361599,-122.36580524
nss_shelters-363247,363247,Trinity United Methodist Church,490 Los Osos Valley Rd,LOS OSOS,SAN LUIS OBISPO,CA,93402,CLOSED,state,USA-CA,,,USA-CA,35.31332,-120.84546
nss_shelters-174234,174234,Turnbull Learning Academy90,715 Indian Ave.,SAN MATEO,SAN MATEO,CA,94401,CLOSED,state,USA-CA,,,USA-CA,37.57560146,-122.32770444
nss_shelters-174258,174258,UCSB Corwin Pavillion,UCEN Road,SANTA BARBARA,SANTA BARBARA,CA,93106,CLOSED,state,USA-CA,,,USA-CA,34.41165167,-119.84276976
nss_shelters-174259,174259,UCSB Events Center (thunderdome),Ocean Road (no road number),SANTA BARBARA,SANTA BARBARA,CA,93106,CLOSED,state,USA-CA,,,USA-CA,34.40968051,-119.85343567
nss_shelters-174260,174260,UCSB Multi Activity Court (mac),"Mesa Road, junction with Ocean Rd (No street n",SANTA BARBARA,SANTA BARBARA,CA,93106,CLOSED,state,USA-CA,,,USA-CA,34.41500179,-119.83950578
nss_shelters-174261,174261,UCSB Recreation Center Main,"Ocean Rd, junction with Mesa Rd (no street number)",SANTA BARBARA,SANTA BARBARA,CA,93106,CLOSED,state,USA-CA,,,USA-CA,34.40968051,-119.85343567
nss_shelters-174262,174262,UCSB Recreation Center Pavillion,Mesa Road (no road number),SANTA BARBARA,SANTA BARBARA,CA,93106,CLOSED,state,USA-CA,,,USA-CA,34.41500179,-119.83950578
nss_shelters-174263,174263,UCSB Robertson Gym,Ocean Road (no road number),SANTA BARBARA,SANTA BARBARA,CA,93106,CLOSED,state,USA-CA,,,USA-CA,34.40968051,-119.85343567
nss_shelters-174296,174296,UNIVERSITY RELIGIOUS CENTER,777 CAMINO PESCADERO,GOLETA,SANTA BARBARA,CA,93117,CLOSED,state,USA-CA,,,USA-CA,34.4157256,-119.85871474
nss_shelters-174363,174363,Venice Beach Recreation Center,1800 OCEAN FRONT WALK,VENICE,LOS ANGELES,CA,90291,CLOSED,state,USA-CA,,,USA-CA,33.9875224,-118.47419049
nss_shelters-364865,364865,Village Church of Irvine,77 Post,IRVINE,ORANGE,CA,92618,CLOSED,state,USA-CA,,,USA-CA,0.0,0.0
nss_shelters-350845,350845,WASHINGTON ELEMENTARY SCHOOL,290 LIGHTHOUSE RD,SANTA BARBARA,SANTA BARBARA,CA,93109,CLOSED,state,USA-CA,,,USA-CA,34.40007049,-119.72117531
nss_shelters-174559,174559,Westminster Senior Center,1234 Pacific Ave.,VENICE,LOS ANGELES,CA,90291,CLOSED,state,USA-CA,,,USA-CA,33.98973474,-118.47387572
nss_shelters-339404,339404,Whitethorn School,16851 Briceland Rd,WHITETHORN,HUMBOLDT,CA,95589,CLOSED,state,USA-CA,,,USA-CA,39.91878001,-123.94282833
nss_shelters-364745,364745,Will C. Wood High School,998 Marshall Rd,VACAVILLE,SOLANO,CA,95687,CLOSED,state,USA-CA,,,USA-CA,0.0,0.0
nss_shelters-356796,356796,William E. Walker Recreation Center,650 Shell Blvd,FOSTER CITY,SAN MATEO,CA,94404,CLOSED,state,USA-CA,,,USA-CA,37.5571355,-122.2700916
nss_shelters-169540,169540,Willow Creek Academy,630 Nevada,SAUSALITO,MARIN,CA,94965,CLOSED,state,USA-CA,,,USA-CA,37.86413994,-122.50092286
nss_shelters-364757,364757,Willows City Hall,201 N Lassen St.,WILLOWS,GLENN,CA,95988,CLOSED,state,USA-CA,,,USA-CA,0.0,0.0
nss_shelters-361782,361782,Woodlake Association,802 North Delaware St,SAN MATEO,SAN MATEO,CA,94401,CLOSED,state,USA-CA,,,USA-CA,37.5792517,-122.3315238
nss_shelters-364810,364810,Gunnison County Fairgrounds,275 South Spruce Street,GUNNISON,GUNNISON,CO,81230,CLOSED,state,USA-CO,,,USA-CO,0.0,0.0
nss_shelters-364862,364862,TEP - Embassy Suites Loveland,4705 Clydesdale Pkwy,LOVELAND,LARIMER,CO,80538,CLOSED,state,USA-CO,,,USA-CO,0.0,0.0
nss_shelters-364860,364860,TEP - Isle of Capri,401 Main St,BLACK HAWK,GILPIN,CO,80422,CLOSED,state,USA-CO,,,USA-CO,0.0,0.0
nss_shelters-353945,353945,Eastern Civic Center,90 Harding Road,GREENWICH,FAIRFIELD,CT,06830,CLOSED,state,USA-CT,,,USA-CT,41.03569,-73.563
nss_shelters-349020,349020,Eastern Middle School,51 Hendrie Avenue,Riverside,FAIRFIELD,CT,6878,CLOSED,state,USA-CT,,,USA-CT,41.03343198,-73.58377379
nss_shelters-184048,184048,FORAN HIGH SCHOOL,80 FORAN ROAD,MILFORD,NEW HAVEN,CT,06460,CLOSED,state,USA-CT,,,USA-CT,41.21774776,-73.01269748
nss_shelters-354139,354139,Riverside School,90 Hendrie Avenue,RIVERSIDE,FAIRFIELD,CT,06878,CLOSED,state,USA-CT,,,USA-CT,41.0329635,-73.5797321
nss_shelters-184579,184579,West Side Middle School,250 BANDEGEE ROAD,GROTON,NEW LONDON,CT,06340,CLOSED,state,USA-CT,,,USA-CT,41.34309636,-72.06883607
nss_shelters-183955,183955,Delaware National Guard - Delaware City Armory,Bacon health center,DELAWARE CITY,NEW CASTLE,DE,19706,CLOSED,state,USA-DE,,,USA-DE,39.57470118,-75.59363064
nss_shelters-183964,183964,Delmar Junior - Senior High School,200 N 8TH ST,DELMAR,SUSSEX,DE,19940,CLOSED,state,USA-MD,,,USA-MD,38.45788134,-75.56826492
nss_shelters-184274,184274,New Castle Middle School,903 DELAWARE ST,NEW CASTLE,NEW CASTLE,DE,19720,CLOSED,state,USA-DE,,,USA-DE,39.66377827,-75.57132607
nss_shelters-363441,363441,Advent Lutheran Church,300 E Yamato Rd,BOCA RATON,PALM BEACH,FL,33431,CLOSED,state,USA-FL,,,USA-FL,26.39328,-80.07998
nss_shelters-134889,134889,Alico Arena,12181 FGCU Lake Parkway E,FORT MYERS,LEE,FL,33913,CLOSED,state,USA-FL,,,USA-FL,26.63174718,-81.85709964
nss_shelters-344939,344939,Anna Maria Island Community Center,407 Magnolia Ave.,ANNA MARIA,MANATEE,FL,34217,CLOSED,state,USA-FL,,,USA-FL,27.528422,-82.732669
nss_shelters-134828,134828,Belleview Santos Elementary School,9600 S US HWY 441,BELLEVIEW,Palm Beach,FL,34420,CLOSED,state,USA-FL,,,USA-FL,26.70999318,-80.06437164
nss_shelters-360897,360897,Boy Scout Camp Monroe County,23800 Overseas Hwy,SUMMERLAND KEY,MONROE,FL,33042,CLOSED,state,USA-FL,,,USA-FL,24.6622528,-81.461005
nss_shelters-134796,134796,Boynton Beach Community High School,4975 Park Ridge Blvd,BOYNTON BEACH,PALM BEACH,FL,33426,CLOSED,state,USA-FL,,,USA-FL,26.54145976,-80.07654827
nss_shelters-359392,359392,Burton Memorial United Methodist Church,93001 Overseas Highway,TAVERNIER,MONROE,FL,33070,CLOSED,state,USA-FL,,,USA-FL,25.0236049,-80.50909569
nss_shelters-134743,134743,CEDAR KEY HIGH SCHOOL,951 WHIDDON AVE,CEDAR KEY,LEVY,FL,32625,CLOSED,state,USA-FL,,,USA-FL,29.13940325,-83.0385553
nss_shelters-135236,135236,Cedar Key Community Center,809 6th Street,CEDAR KEY,LEVY,FL,32625,CLOSED,state,USA-FL,,,USA-FL,29.13775749,-83.03705343
nss_shelters-344907,344907,Chapel By The Sea Presbyterian Church,100 Chapel Street,FORT MYERS BEACH,LEE,FL,33931,CLOSED,state,USA-FL,,,USA-FL,26.449443,-81.942985
nss_shelters-347600,347600,Christ Episcopal Church,400 San Juan Drive,PONTE VEDRA BEACH,SAINT JOHNS,FL,32082,CLOSED,state,USA-FL,,,USA-FL,30.22770656,-81.38002611
nss_shelters-135219,135219,Coral Shores High School,89901 OLD HWY,TAVERNIER,MONROE,FL,33070,CLOSED,state,USA-FL,,,USA-FL,24.99169408,-80.53974408
nss_shelters-347670,347670,Cultural Center of Charlotte County,2280 Aaron St,PT CHARLOTTE,CHARLOTTE,FL,33952,CLOSED,state,USA-FL,,,USA-FL,26.593439,-82.055673
nss_shelters-70853,70853,Edison Center Special Needs,2645 Cortez Blvd.,FORT MYERS,LEE,FL,33901,CLOSED,state,USA-FL,,,USA-FL,26.6292246,-81.87831297
nss_shelters-134575,134575,Espiritu De Santo Catholic Church,2405 Phillipe Parkway,SAFETY HARBOR,PINELLAS,FL,34695,CLOSED,state,USA-FL,,,USA-FL,28.00882056,-82.68402457
nss_shelters-134530,134530,FIRST BAPTIST CHURCH (JAX Beach),324 N 5TH ST,JACKSONVILLE BEACH,DUVAL,FL,32250,CLOSED,state,USA-FL,,,USA-FL,30.29084122,-81.3946396
nss_shelters-363447,363447,First Baptist Church,127 South St,LAKE WORTH,PALM BEACH,FL,33460,CLOSED,state,USA-FL,,,USA-FL,26.61381,-80.06159
nss_shelters-345259,345259,First Baptist Church Of Fort Myers Beach,130 Connecticut Street,FORT MYERS BEACH,LEE,FL,33931,CLOSED,state,USA-FL,,,USA-FL,26.442968,-81.929891
nss_shelters-336349,336349,First Baptist Church of Hypoluxo,7479 Overlook Road,LANTANA,PALM BEACH,FL,33462,CLOSED,state,USA-FL,,,USA-FL,26.56511193,-80.05821109
nss_shelters-134465,134465,First Presbyterian Church,2438 2ND ST,FORT MYERS,LEE,FL,33901,CLOSED,state,USA-FL,,,USA-FL,26.6439375,-81.86608219
nss_shelters-342646,342646,First United Methodist Church,118 KINGS ST,SAINT AUGUSTINE,SAINT JOHNS,FL,32084,CLOSED,state,USA-FL,,,USA-FL,29.8917041,-81.3181991
nss_shelters-344918,344918,First United Methodist Church,2466 First St,FORT MYERS,LEE,FL,33901,CLOSED,state,USA-FL,,,USA-FL,26.645648,-81.866171
nss_shelters-336355,336355,First United Methodist Church of Jupiter,815 E.Indiantown Road,JUPITER,PALM BEACH,FL,33477,CLOSED,state,USA-FL,,,USA-FL,26.93393289,-80.0778253
nss_shelters-134425,134425,Flagler Recreation Center,201 SW Flagler Avenue,STUART,MARTIN,FL,34994,CLOSED,state,USA-FL,,,USA-FL,27.200411,-80.2558461
nss_shelters-134416,134416,Florida Gulf Coast University,10501 FGCU (FLORIDA GULF COAST UNIVERSITY) BLVD S,FORT MYERS,Lee,FL,33965,CLOSED,state,USA-FL,,,USA-FL,26.63174718,-81.85709964
nss_shelters-134412,134412,Forest Hill High School,6901 Parker Ave,West Palm Beach,PALM BEACH,FL,33405,CLOSED,state,USA-FL,,,USA-FL,26.65449554,-80.06389481
nss_shelters-70971,70971,Fort Pierce Community Center,700 N. Indian River Drive,FORT PIERCE,SAINT LUCIE,FL,34945,CLOSED,state,USA-FL,,,USA-FL,27.45489215,-80.32497698
nss_shelters-336364,336364,Gaines Park - Community Center,1501 N. Australian Avenue,WEST PALM BCH,PALM BEACH,FL,33401,CLOSED,state,USA-FL,,,USA-FL,26.72666614,-80.06662874
nss_shelters-351079,351079,Gertrude Walden Child Care,601 SE Lake St,STUART,MARTIN,FL,34994,CLOSED,state,USA-FL,,,USA-FL,27.1928136,-80.2443325
nss_shelters-134378,134378,Gifford Middle School,4530 28th Ct,VERO BEACH,INDIAN RIVER,FL,32967,CLOSED,state,USA-FL,,,USA-FL,27.67552282,-80.41439657
nss_shelters-340404,340404,Grant Chapel African Methodist Church,1616 Douglas Street,LAKE WORTH,PALM BEACH,FL,33460,CLOSED,state,USA-FL,,,USA-FL,26.59557197,-80.05614265
nss_shelters-360892,360892,Guidance Center of Marathon,3000 Ocean Terrace,MARATHON,MONROE,FL,33050,CLOSED,state,USA-FL,,,USA-FL,24.71127,-81.087159
nss_shelters-70851,70851,Harborside Events Center Special Needs,1375 Monroe St.,FORT MYERS,LEE,FL,33901,CLOSED,state,USA-FL,,,USA-FL,26.64415334,-81.8723055
nss_shelters-134316,134316,Highlands Elementary School,500 20th St SW,VERO BEACH,INDIAN RIVER,FL,32962,CLOSED,state,USA-FL,,,USA-FL,27.56782002,-80.38301023
nss_shelters-347614,347614,Holy Spirit Episcopal Church,1003 Allendale Road,WEST PALM BEACH,PALM BEACH,FL,33405,CLOSED,state,USA-FL,,,USA-FL,26.687008,-80.065102
nss_shelters-336466,336466,Howard Park Community Center,1302 Parker Ave,WEST PALM BEACH,PALM BEACH,FL,33401,CLOSED,state,USA-FL,,,USA-FL,26.70219558,-80.06158355
nss_shelters-134285,134285,IMMACULATE CONCEPTION PARISH,3780 SOUTH A1A,Saint Augustine,Saint Johns,FL,32095,CLOSED,state,USA-FL,,,USA-FL,29.82642786,-81.27182061
nss_shelters-134426,134426,INACTIVE Flagler Beach United Methodist,1520 S. Daytona Ave,FLAGLER BEACH,FLAGLER,FL,32136,CLOSED,state,USA-FL,,,USA-FL,29.46782666,-81.12345803
nss_shelters-358559,358559,INACTIVE Ocean Center- General Population,101 N Atlantic Ave,DAYTONA BEACH,VOLUSIA,FL,32118,CLOSED,state,USA-FL,,,USA-FL,29.2284566,-81.0110611
nss_shelters-133642,133642,INACTIVE Venice/nokomis United Methodist Church,208 PALM AVENUE,NOKOMIS,SARASOTA,FL,34275,CLOSED,state,USA-FL,,,USA-FL,27.11983174,-82.45460752
nss_shelters-134260,134260,JD Parker Elementary School,1050 E 10th Street,STUART,MARTIN,FL,34994,CLOSED,state,USA-FL,,,USA-FL,27.19010371,-80.23446968
nss_shelters-346501,346501,Karen Bird Elementary School,1501 50th St Ct N,BRADENTON BEACH,MANATEE,FL,34218,CLOSED,state,USA-FL,,,USA-FL,27.4650295,-82.6986001
nss_shelters-346504,346504,Karen Bird High School,101 No See-Um Rd.,BRADENTON BEACH,MANATEE,FL,34218,CLOSED,state,USA-FL,,,USA-FL,27.4650295,-82.6986001
nss_shelters-346502,346502,Karen Bird Middle School,904 15th Ave Cir Dr SW,BRADENTON BEACH,MANATEE,FL,34218,CLOSED,state,USA-FL,,,USA-FL,27.4650295,-82.6986001
nss_shelters-346505,346505,Karen Bird Pre-School,773-F Bradenton Beach Ln,BRADENTON BEACH,MANATEE,FL,34218,CLOSED,state,USA-FL,,,USA-FL,27.4650295,-82.6986001
nss_shelters-346503,346503,Karen Bird University,7682 Karen Bird Blvd.,BRADENTON BEACH,MANATEE,FL,34218,CLOSED,state,USA-FL,,,USA-FL,27.4650295,-82.6986001
nss_shelters-346797,346797,Kinlock Park MS,4340 NW 3RD ST,MIAMI,MIAMI-DADE,FL,33132,CLOSED,state,USA-FL,,,USA-FL,25.77936937,-80.17762015
nss_shelters-134208,134208,Lake Worth Middle School,1300 Barnett Dr,LAKE WORTH,Palm Beach,FL,33460,CLOSED,state,USA-FL,,,USA-FL,26.63038472,-80.07043288
nss_shelters-345186,345186,Liberty Magnet School - Pets,6850  81st Street,Vero Beach,Indian River,FL,32967,CLOSED,state,USA-FL,,,USA-FL,27.7425284,-80.4664387
nss_shelters-134099,134099,MILLVILLE ELEMENTARY SCHOOL,203 N EAST AVE,PANAMA CITY,BAY,FL,32401,CLOSED,state,USA-FL,,,USA-FL,30.15071785,-85.62516734
nss_shelters-340647,340647,Merriam Cherry Street Elementary School,1125 Cherry St,PANAMA CITY,Bay,FL,32401,CLOSED,state,USA-FL,,,USA-FL,30.14597719,-85.64547717
nss_shelters-134101,134101,Miller Elementary,601 43rd St W,Bradenton,Manatee,FL,34209,CLOSED,state,USA-FL,,,USA-FL,27.49482246,-82.60386021
nss_shelters-134091,134091,Moose #1282,2454 SE Indian Street,STUART,MARTIN,FL,34995,CLOSED,state,USA-FL,,,USA-FL,27.16873687,-80.21979228
nss_shelters-330260,330260,Mulberry Middle School,500 Se 9Th Ave.,Mulberry,Polk,FL,33860,CLOSED,state,USA-FL,,,USA-FL,0.0,0.0
nss_shelters-135049,135049,North Grade Elementary School,824 N K St,LAKE WORTH,Palm Beach,FL,33460,CLOSED,state,USA-FL,,,USA-FL,26.6253755,-80.05503648
nss_shelters-134008,134008,OCHLOCKONEE BAY UNITED METHODIST CHURCH,2780 SURF RD,Panacea,Wakulla,FL,32346,CLOSED,state,USA-FL,,,USA-FL,29.98070102,-84.38954383
nss_shelters-340736,340736,Oakland Terrace Elementary School,2010 W. 12th St,PANAMA CITY,BAY,FL,32401,CLOSED,state,USA-FL,,,USA-FL,30.17001021,-85.6916156
nss_shelters-358560,358560,Ocean Center,101 N Atlantic Ave,Daytona Beach,Volusia,FL,32118,CLOSED,state,USA-FL,,,USA-FL,29.2284566,-81.0110611
nss_shelters-336494,336494,Our Savior Lutheran Church - Lake Worth,1615 Lake Avenue,LAKE WORTH,PALM BEACH,FL,33463,CLOSED,state,USA-FL,,,USA-FL,26.61609449,-80.06434447
nss_shelters-363870,363870,Parker Community Center,935 W. Park St.,PARKER,BAY,FL,32404,CLOSED,state,USA-FL,,,USA-FL,30.12976,-85.60514
nss_shelters-133960,133960,Pelican Island Elementary,1355 Schumann Dr,SEBASTIAN,INDIAN RIVER,FL,32958,CLOSED,state,USA-FL,,,USA-FL,27.76290995,-80.46429096
nss_shelters-360745,360745,Percy Peak Gym,2902 D St.,FORT PIERCE,SAINT LUCIE,FL,34947,CLOSED,state,USA-FL,,,USA-FL,27.48094,-80.3416
nss_shelters-330128,330128,Remove Trinity United Methodist Church,3200 Manatee Ave E,BRADENTON,MANATEE,FL,34205,CLOSED,state,USA-FL,,,USA-FL,27.49564043,-82.59364271
nss_shelters-133868,133868,Royal Palm Exceptional Center,3050 INDIAN ST,FORT MYERS,LEE,FL,33916,CLOSED,state,USA-FL,,,USA-FL,26.64468394,-81.85130633
nss_shelters-70958,70958,SAFETY HARBOR MIDDLE SCHOOL,125 7TH ST N,SAFETY HARBOR,PINELLAS,FL,34695,CLOSED,state,USA-FL,,,USA-FL,27.99728226,-82.68834132
nss_shelters-133828,133828,SAINT PAUL'S BY THE SEA EPISCOPAL CHURCH- INACTIVE,465 11TH AVE N,JACKSONVILLE BEACH,DUVAL,FL,32250,CLOSED,state,USA-FL,,,USA-FL,30.29904303,-81.39590764
nss_shelters-340742,340742,Saint Andrew's Episcopal Church,100 North Palmway,LAKE WORTH,PALM BEACH,FL,33460,CLOSED,state,USA-FL,,,USA-FL,26.6165579,-80.0503802
nss_shelters-336556,336556,Saint Francis of Assisi Catholic Church,200 W. 20th Street,RIVIERA BEACH,PALM BEACH,FL,33404,CLOSED,state,USA-FL,,,USA-FL,26.77893473,-80.05892155
nss_shelters-340545,340545,Salem Haitian Evangelical Lutheran Church,1012 Dixie Hwy,LAKE WORTH,PALM BEACH,FL,33460,CLOSED,state,USA-FL,,,USA-FL,26.6031326,-80.0577713
nss_shelters-334146,334146,"Salvation Army, Red Shield Lodge",2476 Edison Avenue,FORT MYERS,LEE,FL,33916,CLOSED,state,USA-FL,,,USA-FL,26.63353289,-81.86264998
nss_shelters-134974,134974,Sebastian River High School,9001 90th Ave,SEBASTIAN,INDIAN RIVER,FL,32958,CLOSED,state,USA-FL,,,USA-FL,27.82653698,-80.47616201
nss_shelters-346700,346700,South Dade High School,28401 SW 167th Ave,HOMESTEAD,MIAMI-DADE,FL,33030,CLOSED,state,USA-FL,,,USA-FL,25.77936937,-80.17762015
nss_shelters-360763,360763,St Johns County Health and Human Services (Special Needs),200 San Sebastian View,St. Augustine,SAINT JOHNS,FL,32084,CLOSED,state,USA-FL,,,USA-FL,29.93165275,-81.33184615
nss_shelters-336573,336573,St Paul Episcopal Church of Delray,188 South Swinton Ave,DELRAY BEACH,PALM BEACH,FL,33444,CLOSED,state,USA-FL,,,USA-FL,26.45750805,-80.07302292
nss_shelters-351560,351560,St. Alban's Episcopal Church,330 85th Ave,ST PETE BCH,PINELLAS,FL,33706,CLOSED,state,USA-FL,,,USA-FL,27.7496387,-82.7549294
nss_shelters-344979,344979,St. Hilary's Episcopal Church,5011 McGregor Boulevard,FORT MYERS,LEE,FL,33901,CLOSED,state,USA-FL,,,USA-FL,26.597312,-81.889216
nss_shelters-344984,344984,St. Peter Evangelical Lutheran Church,3751 Estero Blvd,FORT MYERS BEACH,LEE,FL,33931,CLOSED,state,USA-FL,,,USA-FL,26.441755,-81.927938
nss_shelters-134948,134948,Sugarloaf School,255 CRANE BLVD,SUMMERLAND KEY,MONROE,FL,33042,CLOSED,state,USA-FL,,,USA-FL,24.6796743,-81.55837916
nss_shelters-340314,340314,Sunlight Community Church,1325 North A. Street,LAKE WORTH,PALM BEACH,FL,33460,CLOSED,state,USA-FL,,,USA-FL,26.63239021,-80.06451534
nss_shelters-70959,70959,TARPON SPRINGS MIDDLE SCHOOL,501 N FLORIDA AVE,TARPON SPRINGS,PINELLAS,FL,34689,CLOSED,state,USA-FL,,,USA-FL,28.15100337,-82.78145712
nss_shelters-360779,360779,TEST - Island Christian School,83400 Overseas Hwy,Islamorada,Monroe,FL,33036,CLOSED,state,USA-FL,,,USA-FL,24.933365,-80.6185
nss_shelters-331790,331790,THE SOURCE,1015 COMMERCE AVENUE,Vero Beach,Indian River,FL,32961,CLOSED,state,USA-FL,,,USA-FL,27.61989976,-80.38964723
nss_shelters-347488,347488,Tabernacle Missionary Baptist Church,801 8th Street,WEST PALM BCH,PALM BEACH,FL,33401,CLOSED,state,USA-FL,,,USA-FL,26.7208457,-80.05941428
nss_shelters-332715,332715,Unitarian Universalists Of Clearwater,2470 Nursery Rd,CLEARWATER,PINELLAS,FL,33764,CLOSED,state,USA-FL,,,USA-FL,27.79671076,-82.6328991
