location_id,shelter_id,shelter_name,address_1,city,county_parish,state,zip,shelter_status_code,assigned_geo_level,loc_id,tract_loc_id,county_loc_id,state_loc_id,latitude,longitude
nss_shelters-133636,133636,VBHS Freshman Learning Center,1507 19th Street,Vero Beach,Indian River,FL,32960,CLOSED,state,USA-FL,,,USA-FL,27.635362,-80.401439
nss_shelters-133644,133644,VENICE COMMUNITY CENTER,326 NOKOMIS AVENUE S,VENICE,SARASOTA,FL,34285,CLOSED,state,USA-FL,,,USA-FL,27.09555904,-82.4454884
nss_shelters-344059,344059,Verizon,11287 OVERSEAS HWY,MARATHON,MONROE,FL,33050,CLOSED,state,USA-FL,,,USA-FL,24.729117,-81.034126
nss_shelters-133637,133637,Vero Beach Elementary School,1770 12th Street,VERO BEACH,INDIAN RIVER,FL,32960,CLOSED,state,USA-FL,,,USA-FL,27.63082652,-80.4026874
nss_shelters-336578,336578,Wells Recreation Center,2409 Avenue H West,RIVIERA BEACH,PALM BEACH,FL,33404,CLOSED,state,USA-FL,,,USA-FL,26.78188451,-80.06384984
nss_shelters-134915,134915,West Port High School,3733 SW 80th AVE,Ocala,Marion,FL,34481,CLOSED,state,USA-FL,,,USA-FL,26.45910018,-80.08303764
nss_shelters-363492,363492,Blythe Island Baptist Church,170 Cut-Off Road,BRUNSWICK,GLYNN,GA,31523,CLOSED,state,USA-GA,,,USA-GA,31.1770792,-81.540107
nss_shelters-358567,358567,Seldon Park,100 Genoa Martin Drive,Brunswick,GLYNN,GA,31520,CLOSED,state,USA-GA,,,USA-GA,31.172323,-81.508094
nss_shelters-140729,140729,YMCA - Tybee Island Branch,305 5th Avenue,TYBEE ISLAND,CHATHAM,GA,31328,CLOSED,state,USA-GA,,,USA-GA,32.0125123,-80.84540565
nss_shelters-353322,353322,Asan-Maina Community Center,141 Nino Perdido Dr.,ASAN,GUAM,GU,96910,CLOSED,state,USA-GU,,,USA-GU,13.4726593,144.7196388
nss_shelters-346449,346449,FQ Sanchez Elementary School,159 San Dinosio,HAGATNA,GUAM,GU,96932,CLOSED,state,USA-GU,,,USA-GU,13.29920277,144.66352324
nss_shelters-353267,353267,Francisco Q. Sanchez Elementary,159 San Dioniso,MERIZO,GUAM,GU,96916,CLOSED,state,USA-GU,,,USA-GU,13.2993052,144.6632668
nss_shelters-71017,71017,IMS,433 Belen Ave,Merizo,GUAM,GU,96916,CLOSED,state,USA-GU,,,USA-GU,13.27293961,144.74626195
nss_shelters-353326,353326,Inarajan Community Center,San Jose Ave.,INARAJAN,GUAM,GU,96917,CLOSED,state,USA-GU,,,USA-GU,13.2749977,144.7483081
nss_shelters-353328,353328,Merizo Community Center,"Lot 2 Historic Site 66061123, Route 4",MERIZO,GUAM,GU,96915,CLOSED,state,USA-GU,,,USA-GU,13.25499858,144.68192364
nss_shelters-71021,71021,Merizo MMES,J.A. Cruz Avenue At Pigua Street,Merizo,GUAM,GU,96915,CLOSED,state,USA-GU,,,USA-GU,13.27230905,144.67307408
nss_shelters-353332,353332,Umatac Community Center,159 San Dionicio St.,UMATAC,GUAM,GU,96915,CLOSED,state,USA-GU,,,USA-GU,13.29972405,144.662546
nss_shelters-338256,338256,Ala Moana Regional Park,1201 Ala Moana Blvd,HONOLULU,HONOLULU,HI,96814,CLOSED,state,USA-HI,,,USA-HI,21.2920811,-157.85231855
nss_shelters-337408,337408,Ala Wai Community Park,2015 Kapiolani Blvd.,HONOLULU,HONOLULU,HI,96826,CLOSED,state,USA-HI,,,USA-HI,21.28934716,-157.83211978
nss_shelters-335555,335555,Ala Wai Golf Club House,404 Kapahulu Ave.,HONOLULU,HONOLULU,HI,96815,CLOSED,state,USA-HI,,,USA-HI,21.27412164,-157.81619278
nss_shelters-138843,138843,Aliiolani Elementary,1240 7th Ave,HONOLULU,HONOLULU,HI,96816,CLOSED,state,USA-HI,,,USA-HI,21.28632544,-157.8042318
nss_shelters-337658,337658,Aliiolani Elementary Medical Shelter,1240  7th Ave.,HONOLULU,HONOLULU,HI,96816,CLOSED,state,USA-HI,,,USA-HI,21.28632544,-157.8042318
nss_shelters-339866,339866,Breath of Life,4303 Rice Street,LIHUE,KAUAI,HI,96766,CLOSED,state,USA-HI,,,USA-HI,21.9683263,-159.35855704
nss_shelters-138756,138756,Brigham Young University Hawaii,55-220 Kulanui St,LAIE,HONOLULU,HI,96762,CLOSED,state,USA-HI,,,USA-HI,21.64719639,-157.92457008
nss_shelters-337660,337660,Brigham Young University Hawaii Medical Shelter,55-220 Kulanui,LAIE,HONOLULU,HI,96762,CLOSED,state,USA-HI,,,USA-HI,21.64719639,-157.92457008
nss_shelters-138672,138672,Campbell High,91-980 North Rd,EWA BEACH,HONOLULU,HI,96706,CLOSED,state,USA-HI,,,USA-HI,21.31238197,-158.0100966
nss_shelters-349165,349165,Elaine Chang Foundation (Ohana Family of the Living God,54-230 Kamehameha Hwy.,HAUULA,HONOLULU,HI,96717,CLOSED,state,USA-HI,,,USA-HI,21.620535,-157.914399
nss_shelters-336570,336570,Epiphany Church,1041 10th Ave,HONOLULU,HONOLULU,HI,96816,CLOSED,state,USA-HI,,,USA-HI,21.28121729,-157.80263101
nss_shelters-333241,333241,Haiku Elementary,105 Pauwela Rd,HAIKU,MAUI,HI,96708,CLOSED,state,USA-HI,,,USA-HI,20.92768481,-156.32258976
nss_shelters-345109,345109,Hakalau Gym,29-2147 Gov't Main Rd.,HAKALAU,HAWAII,HI,96710,CLOSED,state,USA-HI,,,USA-HI,19.897599,-155.125538
nss_shelters-349960,349960,Hana Community Center,5091 Uakea Rd.,HANA MAUI,MAUI,HI,96713,CLOSED,state,USA-HI,,,USA-HI,20.7531989,-155.9843673
nss_shelters-138683,138683,Hana High School,4111 Hana Highway,Hana,MAUI,HI,96713,CLOSED,state,USA-HI,,,USA-HI,20.70566918,-155.995956
nss_shelters-340543,340543,Hauula Community Park,54-050 Kamehameha Hwy,HAUULA,HONOLULU,HI,96717,CLOSED,state,USA-HI,,,USA-HI,21.6073867,-157.9082747
nss_shelters-138839,138839,Hawaii Convention Center,1801 Kalakaua Avenue,Honolulu,HONOLULU,HI,96815,CLOSED,state,USA-HI,,,USA-HI,21.28866368,-157.83464687
nss_shelters-342851,342851,Hawaii Convention Center Medical Shelter,1801 Kalakaua Ave.,HONOLULU,HONOLULU,HI,96815,CLOSED,state,USA-HI,,,USA-HI,21.290019,-157.8354571
nss_shelters-138838,138838,Hawaii School for Deaf and Blind,3440 Leahi Ave,HONOLULU,HONOLULU,HI,96815,CLOSED,state,USA-HI,,,USA-HI,21.27353708,-157.81605789
nss_shelters-349959,349959,Helene Hall,150 Keawa Pl.,HANA,MAUI,HI,96713,CLOSED,state,USA-HI,,,USA-HI,20.7557028,-155.9852351
nss_shelters-339528,339528,Holy Trinity Catholic Church,5919 Kalanianaole Hwy,HONO,HONOLULU,HI,96821,CLOSED,state,USA-HI,,,USA-HI,21.2835204,-157.7290675
nss_shelters-359826,359826,Iolani High School,563 Kamoku Street,HONOLULU,HONOLULU,HI,96826,CLOSED,state,USA-HI,,,USA-HI,21.2854286,-157.8231665
nss_shelters-332986,332986,KAPAA NEIGHBORHOOD CENTER,4491 KOU STREET,Kapaa,Kauai,HI,96746,CLOSED,state,USA-HI,,,USA-HI,22.07958143,-159.3136539
nss_shelters-334470,334470,Kahala Community Park,4495 Pahoa Ave,HONOLULU,HONOLULU,HI,96816,CLOSED,state,USA-HI,,,USA-HI,21.2725838,-157.78299881
nss_shelters-345098,345098,Kahala Elementary,4559 Kilauea Ave,HONOLULU,HONOLULU,HI,96816,CLOSED,state,USA-HI,,,USA-HI,21.273534,-157.7846
nss_shelters-337717,337717,Kahala Elementary Medical Shelter,4559 Kilauea Ave.,HONOLULU,HONOLULU,HI,96816,CLOSED,state,USA-HI,,,USA-HI,21.27372594,-157.78532805
nss_shelters-138699,138699,Kahuku High and Intermediate,56-490 Kamehameha Hwy,KAHUKU,HONOLULU,HI,96731,CLOSED,state,USA-HI,,,USA-HI,21.67697294,-157.94839312
nss_shelters-337719,337719,Kahuku High and Intermediate Medical Shelter,56-490 Kamehameha Hwy.,KAHUKU,HONOLULU,HI,96731,CLOSED,state,USA-HI,,,USA-HI,21.67697294,-157.94839312
nss_shelters-341453,341453,Kaimuki Community Park,3521 Waialae Ave.,HON,HONOLULU,HI,96816,CLOSED,state,USA-HI,,,USA-HI,21.28302,-157.800851
nss_shelters-138847,138847,Kaimuki High,2705 Kaimuki Ave,HONOLULU,HONOLULU,HI,96816,CLOSED,state,USA-HI,,,USA-HI,21.28833093,-157.81636366
nss_shelters-342925,342925,Kaimuki High Medical Shelter,2705 Kaimuki Ave.,HONOLULU,HONOLULU,HI,96816,CLOSED,state,USA-HI,,,USA-HI,21.285906,-157.817523
nss_shelters-337750,337750,Kaimuki Middle Medical Shelter,631 18th Ave.,HONOLULU,HONOLULU,HI,96816,CLOSED,state,USA-HI,,,USA-HI,21.27051536,-157.79752286
nss_shelters-138848,138848,Kaimuki Middle School,631 18th Ave,HONOLULU,HONOLULU,HI,96816,CLOSED,state,USA-HI,,,USA-HI,21.27051536,-157.79752286
nss_shelters-342941,342941,Kalani High Medical Center,4680 Kalanianaole Hwy.,HONOLULU,HONOLULU,HI,96821,CLOSED,state,USA-HI,,,USA-HI,21.278885,-157.773816
nss_shelters-138885,138885,Kalani High School,4680 Kalanianaole Hwy,HONOLULU,HONOLULU,HI,96821,CLOSED,state,USA-HI,,,USA-HI,21.27706242,-157.77234184
nss_shelters-337430,337430,Kamilo Iki Community Park,7750 Hawaii Kai Dr,HONOLULU,HONOLULU,HI,96825,CLOSED,state,USA-HI,,,USA-HI,21.29334015,-157.68488278
nss_shelters-138895,138895,Kamiloiki Elementary,7788 Hawaii Kai Dr,HONOLULU,HONOLULU,HI,96825,CLOSED,state,USA-HI,,,USA-HI,21.29294445,-157.68287729
nss_shelters-337735,337735,Kamiloiki Elementary Medical Shelter,7788 Hawaii Kai Dr.,HONOLULU,HONOLULU,HI,96825,CLOSED,state,USA-HI,,,USA-HI,21.29294445,-157.68287729
nss_shelters-338101,338101,Kapaolono Community Park,701 11th Avenue,HONOLULU,HONOLULU,HI,96816,CLOSED,state,USA-HI,,,USA-HI,21.27551559,-157.80451959
nss_shelters-138849,138849,Kapiolani Community College,4303 Diamond Head Rd,HONOLULU,HONOLULU,HI,96816,CLOSED,state,USA-HI,,,USA-HI,21.26788034,-157.80020284
nss_shelters-138760,138760,Kauai High,3577 Lala Rd,LIHUE,KAUAI,HI,96766,CLOSED,state,USA-HI,,,USA-HI,21.95953992,-159.35990603
nss_shelters-337744,337744,Kauai High Medical Shelter,3577 Lala Rd.,LIHUE,KAUAI,HI,96766,CLOSED,state,USA-HI,,,USA-HI,21.95953992,-159.35990603
nss_shelters-353032,353032,Kauai Veterans Center,3215 Kapule Hwy.,LIHUE,KAUAI,HI,96766,CLOSED,state,USA-HI,,,USA-HI,21.977403,-159.35711
nss_shelters-335442,335442,Kauai War Memorial Convention Hall,4191 Hardy St,LIHUE,KAUAI,HI,96766,CLOSED,state,USA-HI,,,USA-HI,21.97472048,-159.36281983
nss_shelters-138707,138707,Keolu Elementary,1416 Keolu Dr,KAILUA,HONOLULU,HI,96734,CLOSED,state,USA-HI,,,USA-HI,21.37136533,-157.73466924
nss_shelters-345550,345550,Kilauea District Park,4109 Kilauea Ave,HONOLULU,HONOLULU,HI,96816,CLOSED,state,USA-HI,,,USA-HI,21.2848739,-157.79216
nss_shelters-328400,328400,Kilohana Community Center,334-A1 Kamehameha V Hwy,KUALAPUU,MAUI,HI,96757,CLOSED,state,USA-HI,,,USA-HI,21.15667918,-156.73898486
nss_shelters-346248,346248,Kilohana Elementary School,7253 Kamehameha V Hwy,KAUNAKAKAI,MAUI,HI,96748,CLOSED,state,USA-HI,,,USA-HI,21.05615295,-156.84087238
nss_shelters-138761,138761,King Kaumualii Elementary,4380 Hanamaulu Rd,LIHUE,KAUAI,HI,96766,CLOSED,state,USA-HI,,,USA-HI,21.99572864,-159.35013939
nss_shelters-342969,342969,King Kaumualii Elementary Medical Shelter,4380 Hanamaulu Rd.,LIHUE,KAUAI,HI,96766,CLOSED,state,USA-HI,,,USA-HI,21.9959111,-159.3515402
nss_shelters-342141,342141,Koko Head District Park,423 Kaumakani St.,HONOLULU,HONOLULU,HI,96825,CLOSED,state,USA-HI,,,USA-HI,21.279452,-157.692089
nss_shelters-138750,138750,Koloa Elementary,3223 Poipu Rd,KOLOA,KAUAI,HI,96756,CLOSED,state,USA-HI,,,USA-HI,21.87568714,-159.44808455
nss_shelters-342982,342982,Koloa Elementary Medical Shelter,3223 Poipu Rd.,KOLOA,KAUAI,HI,96756,CLOSED,state,USA-HI,,,USA-HI,21.8786358,-159.4606515
nss_shelters-138898,138898,Kuhio Elementary School,2759 South King St.,HONOLULU,HONOLULU,HI,96826,CLOSED,state,USA-HI,,,USA-HI,21.29026447,-157.8192235
nss_shelters-340443,340443,Lahaina Christian Fellowship,4275 Hine Way,LAHAINA,MAUI,HI,96761,CLOSED,state,USA-HI,,,USA-HI,20.9688108,-156.67652694
nss_shelters-138755,138755,Lahaina Civic Center,1840 Honoapiilani Hwy,Lahaina,MAUI,HI,96761,CLOSED,state,USA-HI,,,USA-HI,20.90566041,-156.68632056
nss_shelters-138850,138850,Liholiho Elementary,3430 Maunaloa Ave,HONOLULU,HONOLULU,HI,96816,CLOSED,state,USA-HI,,,USA-HI,21.2782855,-157.80591353
nss_shelters-337972,337972,Liholiho Elementary Medical Shelter,3430 Maunaloa Ave.,HONOLULU,HONOLULU,HI,96816,CLOSED,state,USA-HI,,,USA-HI,21.2782855,-157.80591353
nss_shelters-138899,138899,Lunalilo Elementary,810 Pumehana St,HONOLULU,HONOLULU,HI,96826,CLOSED,state,USA-HI,,,USA-HI,21.29238687,-157.83241655
nss_shelters-341471,341471,Maunaloa Elementary School,128 Maunaloa Hwy,MAUNALOA,MAUI,HI,96770,CLOSED,state,USA-HI,,,USA-HI,20.134239,-157.212268
nss_shelters-339677,339677,McCully District Parks & Recreation,831 Pumehana Street,Honolulu,HONOLULU,HI,96826,CLOSED,state,USA-HI,,,USA-HI,21.29267465,-157.83229964
nss_shelters-333698,333698,POLYNESIAN CULTURAL CENTER,55-370 KAMEHAMEAH HIGHWAY,LAIE,HONOLULU,HI,96762,CLOSED,state,USA-HI,,,USA-HI,21.64469627,-157.91986663
nss_shelters-349868,349868,Paia Community Center,252 Hana Highway,PAIA,MAUI,HI,96779,CLOSED,state,USA-HI,,,USA-HI,20.9184208,-156.3777981
nss_shelters-342738,342738,Paki Community Park,3503 Leahi Ave,HONOLULU,HONOLULU,HI,96815,CLOSED,state,USA-HI,,,USA-HI,21.2736115,-157.81613
nss_shelters-342450,342450,Petrie Community Park,1039 20th Ave,HONOLULU,HONOLULU,HI,96816,CLOSED,state,USA-HI,,,USA-HI,21.2761829,-157.7917477
nss_shelters-138817,138817,Pope Elementary,41-133 Huli St,WAIMANALO,HONOLULU,HI,96795,CLOSED,state,USA-HI,,,USA-HI,21.32862055,-157.69344432
nss_shelters-343366,343366,Pope Elementary Medical Shelter,41-133 Huli St.,WAIMANALO,HONOLULU,HI,96795,CLOSED,state,USA-HI,,,USA-HI,21.328188,-157.694989
nss_shelters-354647,354647,Pu'ula Church,14-3469 Holiday Road,PAHOA,HAWAII,HI,96778,CLOSED,state,USA-HI,,,USA-HI,19.0,-154.0
nss_shelters-339690,339690,Sacred Heart School of Maria Lanakila Church,239 Dickenson St,LAHAINA,MAUI,HI,96761,CLOSED,state,USA-HI,,,USA-HI,20.8750385,-156.67582547
nss_shelters-333952,333952,Sunset Beach Christian Church,59-578 Kamehameha Hwy,HALEIWA,HONOLULU,HI,96712,CLOSED,state,USA-HI,,,USA-HI,21.65475969,-158.05949537
nss_shelters-331643,331643,Sunset Beach Recreation Center,59-540 Kamehameha Hwy,Haleiwa,HONOLULU,HI,96712,CLOSED,state,USA-HI,,,USA-HI,21.65721484,-158.05802048
nss_shelters-138730,138730,Waiahole Elementary,48-215 Waiahole Valley Rd,KANEOHE,HONOLULU,HI,96744,CLOSED,state,USA-HI,,,USA-HI,21.48255751,-157.85042098
nss_shelters-338213,338213,Waiahole Elementary Medical Shelter,48-215 Waiahole Valley Rd.,KANEOHE,HONOLULU,HI,96744,CLOSED,state,USA-HI,,,USA-HI,21.48255751,-157.85042098
nss_shelters-138837,138837,Waialae Elementary,1045 19th St,HONOLULU,HONOLULU,HI,96816,CLOSED,state,USA-HI,,,USA-HI,21.27642108,-157.79277589
nss_shelters-338218,338218,Waialae Elementary Medical Shelter,1045  19th St.,HONOLULU,HONOLULU,HI,96816,CLOSED,state,USA-HI,,,USA-HI,21.27637894,-157.79271149
nss_shelters-138841,138841,Waikiki Elementary,3710 Leahi Ave,HONOLULU,HONOLULU,HI,96815,CLOSED,state,USA-HI,,,USA-HI,21.26844692,-157.8151046
nss_shelters-362519,362519,Waiola Church-emergency,535 Wainee St,LAHAINA,MAUI,HI,96761,CLOSED,state,USA-HI,,,USA-HI,20.86975,-156.67337
nss_shelters-340587,340587,Waioli Huiia Church,5-5393A Kuhio Highway,HANALEI,Kauai,HI,96714,CLOSED,state,USA-HI,,,USA-HI,22.21310936,-159.54382234
nss_shelters-337790,337790,West Maui Senior Center,788 Pauoa St,LAHAINA,MAUI,HI,96761,CLOSED,state,USA-HI,,,USA-HI,20.87804223,-156.67368509
nss_shelters-138851,138851,Wheeler Middle Medical Shelter,2 Wheeler Army Airfield,WAHIAWA,HONOLULU,HI,96786,CLOSED,state,USA-HI,,,USA-HI,21.2824044,-157.79828728
nss_shelters-138762,138762,Wilcox Elementary,4319 Hardy St,LIHUE,KAUAI,HI,96766,CLOSED,state,USA-HI,,,USA-HI,21.97659107,-159.36554478
nss_shelters-343359,343359,Wilson Community Park,4901 Kilauea Ave,HONOLULU,HONOLULU,HI,96816,CLOSED,state,USA-HI,,,USA-HI,21.281869,-157.784375
nss_shelters-138842,138842,Wilson Elementary,4945 Kilauea Ave,HONOLULU,HONOLULU,HI,96816,CLOSED,state,USA-HI,,,USA-HI,21.28182883,-157.78522913
nss_shelters-138840,138840,Wilson Elementary Medical Shelter,4945 Kilauea Ave,HONOLULU,HONOLULU,HI,96816,CLOSED,state,USA-HI,,,USA-HI,21.27294353,-157.81728996
nss_shelters-353939,353939,Windward Retreat Center,51-030 Kuamalani Rd,KAAAWA,HONOLULU,HI,96730,CLOSED,state,USA-HI,,,USA-HI,21.5572221,-157.8536111
nss_shelters-120049,120049,Atherton Hough Elementary School,1084 SEA ST,QUINCY,NORFOLK,MA,02169,CLOSED,state,USA-MA,,,USA-MA,42.26808395,-70.95575914
nss_shelters-120012,120012,Bentley Elementary School,25 MEMORIAL DR,SALEM,ESSEX,MA,01970,CLOSED,state,USA-MA,,,USA-MA,42.52864452,-70.87997328
nss_shelters-119916,119916,Chilmark Community Center,520 SOUTH RD,CHILMARK,DUKES,MA,02535,CLOSED,state,USA-MA,,,USA-MA,41.34081099,-70.80524861
nss_shelters-337524,337524,Doran Elementary School,101 Fountain Street,FALL RIVER,BRISTOL,MA,02721,CLOSED,state,USA-MA,,,USA-MA,41.69958652,-71.1648785
nss_shelters-119700,119700,Harbor House Rehabilitation And Nursing Center,11 CONDITO RD,HINGHAM,PLYMOUTH,MA,02043,CLOSED,state,USA-MA,,,USA-MA,42.25190515,-70.90668314
nss_shelters-119641,119641,John Eliot Elementary School,16 CHARTER ST,BOSTON,SUFFOLK,MA,02113,CLOSED,state,USA-MA,,,USA-MA,42.36646978,-71.05336256
nss_shelters-347367,347367,Jonathan Elementary School,290 Castle Road,NAHANT,ESSEX,MA,01908,CLOSED,state,USA-MA,,,USA-MA,42.4212467,-70.933575
nss_shelters-337523,337523,Lord Community School,151 Amity Street,FALL RIVER,BRISTOL,MA,02724,CLOSED,state,USA-MA,,,USA-MA,41.67320941,-71.16916826
nss_shelters-119557,119557,MANCHESTER ESSEX JUNIOR - SENIOR HIGH SCHOOL,36 LINCOLN ST,MANCHESTER,ESSEX,MA,01944,CLOSED,state,USA-MA,,,USA-MA,42.58086815,-70.76667669
nss_shelters-119556,119556,Manchester-Essex Regional High School,36 LINCOLN ST,MANCHESTER,ESSEX,MA,01944,CLOSED,state,USA-MA,,,USA-MA,42.58086815,-70.76667669
nss_shelters-119550,119550,Marblehead Veterans Middle School,217 Pleasant Street,MARBLEHEAD,ESSEX,MA,01945,CLOSED,state,USA-MA,,,USA-MA,42.49768086,-70.86072779
nss_shelters-361720,361720,Matthew J. Kuss Middle School,52 Globe Mills Ave,FALL RIVER,BRISTOL,MA,02724,CLOSED,state,USA-MA,,,USA-MA,41.6927192,-71.1805985
nss_shelters-333354,333354,Nantucket Fairgrounds,2 Fairgrounds Road,NANTUCKET,NANTUCKET,MA,02554,CLOSED,state,USA-MA,,,USA-MA,41.25944033,-70.0973113
nss_shelters-119462,119462,Nantucket High School,10 Surfside Rd,NANTUCKET,NANTUCKET,MA,02554,CLOSED,state,USA-MA,,,USA-MA,41.2556452,-70.09338126
nss_shelters-119451,119451,Nazzaro Community Center,30 N BENNET ST,BOSTON,SUFFOLK,MA,02113,CLOSED,state,USA-MA,,,USA-MA,42.36537261,-71.05433383
nss_shelters-119416,119416,North Shore Community Baptist Church,9 HART ST,BEVERLY,ESSEX,MA,01915,CLOSED,state,USA-MA,,,USA-MA,42.56584947,-70.81329754
nss_shelters-119401,119401,Oak Bluffs Elementary School,50 Trade Winds Road,Oak Bluff,DUKES,MA,2557,CLOSED,state,USA-MA,,,USA-MA,41.44244138,-70.57376927
nss_shelters-119402,119402,Oak Bluffs Elementary School,50 Tradewinds Road,OAK BLUFFS,DUKES,MA,02557,CLOSED,state,USA-MA,,,USA-MA,41.44556736,-70.57064437
nss_shelters-119352,119352,Perry Elementary School,745 E. 7TH ST,BOSTON,SUFFOLK,MA,02127,CLOSED,state,USA-MA,,,USA-MA,42.33237648,-71.03048381
nss_shelters-349533,349533,Pilgrim United Church,635 Purchase Street,NEW BEDFORD,BRISTOL,MA,02740,CLOSED,state,USA-MA,,,USA-MA,41.632657,-70.925821
nss_shelters-119125,119125,Village School,93 Village Street,MARBLEHEAD,ESSEX,MA,01945,CLOSED,state,USA-MA,,,USA-MA,42.50258217,-70.86669029
nss_shelters-119113,119113,Wampanoag Tribe Headquarters,20 BLACK BROOK RD,CHILMARK,DUKES,MA,02535,CLOSED,state,USA-MA,,,USA-MA,41.33234837,-70.79958288
nss_shelters-361731,361731,Warming Center - St. Andrews Episcopal Church,51 Winter St,EDGARTOWN,DUKES,MA,02539,CLOSED,state,USA-MA,,,USA-MA,41.39111,-70.513287
nss_shelters-115370,115370,ATLANTIC UNITED METHODIST CHURCH,105 4TH ST & BALTIMORE AVE,OCEAN CITY,WORCESTER,MD,21842,CLOSED,state,USA-MD,,,USA-MD,38.3699501,-75.09335962
nss_shelters-115207,115207,Allan Whatley Parish Hall,607 CHURCH STREET,CAMBRIDGE,DORCHESTER,MD,21613,CLOSED,state,USA-MD,,,USA-MD,38.57229309,-76.0765977
nss_shelters-115424,115424,CHARLESTOWN FIRE COMPANY,307 MARKET ST,CHARLESTOWN,CECIL,MD,21914,CLOSED,state,USA-MD,,,USA-MD,39.57363421,-75.97644021
nss_shelters-115423,115423,Charlestown Elementary School,550 BALTIMORE ST,CHARLESTOWN,CECIL,MD,21914,CLOSED,state,USA-MD,,,USA-MD,39.57354428,-75.98272647
nss_shelters-115356,115356,DEAL ISLAND ELEMENTARY SCHOOL,23275 LOLA WHEATLEY RD,DEAL ISLAND,SOMERSET,MD,21821,CLOSED,state,USA-MD,,,USA-MD,38.15784053,-75.94735613
nss_shelters-115357,115357,EWELL ELEMENTARY SCHOOL,4005 SMITH ISLAND RD,EWELL,SOMERSET,MD,21824,CLOSED,state,USA-MD,,,USA-MD,37.98911873,-76.04020214
nss_shelters-115206,115206,First Baptist Church Of Cambridge,501 GLENBURN AVE.,CAMBRIDGE,DORCHESTER,MD,21613,CLOSED,state,USA-MD,,,USA-MD,38.57500005,-76.08727266
nss_shelters-115371,115371,First Presbyterian Church Of Ocean City,1301 PHILADELPHIA AVE,OCEAN CITY,WORCESTER,MD,21842,CLOSED,state,USA-MD,,,USA-MD,38.34369442,-75.08105721
nss_shelters-352396,352396,Fleming Recreation And Senior Center,641 Main Street,BALTIMORE,BALTIMORE,MD,21222,CLOSED,state,USA-MD,,,USA-MD,39.2350122,-76.5029955
nss_shelters-115430,115430,Hack's Point Fire Department,1185 GLEBE RD,EARLEVILLE,CECIL,MD,21919,CLOSED,state,USA-MD,,,USA-MD,39.45406035,-75.89851396
nss_shelters-356864,356864,North Point Government Center,7701 Wise Avenue,DUNDALK,BALTIMORE,MD,21222,CLOSED,state,USA-MD,,,USA-MD,39.2632524,-76.4910093
nss_shelters-115373,115373,OCEAN CITY ELEMENTARY SCHOOL,12828 CENTER DR,OCEAN CITY,WORCESTER,MD,21842,CLOSED,state,USA-MD,,,USA-MD,38.34825399,-75.10840559
nss_shelters-115239,115239,Oxford Community Center,200 OXFORD RD (RT 333),OXFORD,TALBOT,MD,21654,CLOSED,state,USA-MD,,,USA-MD,38.68438459,-76.16802278
nss_shelters-115240,115240,Oxford Fire House,300 OXFORD RD,OXFORD,TALBOT,MD,21654,CLOSED,state,USA-MD,,,USA-MD,38.68451049,-76.16663783
nss_shelters-115126,115126,Patapsco High School,8100 Wise Avenue,DUNDALK,BALTIMORE,MD,21222,CLOSED,state,USA-MD,,,USA-MD,39.264843,-76.48986316
nss_shelters-358732,358732,Police Precinct - Southern District -,35 Stepneys Lane,EDGEWATER,ANNE ARUNDEL,MD,21037,CLOSED,state,USA-MD,,,USA-MD,39.2528858,-76.6171983
nss_shelters-115375,115375,Roland E. Powell Convention Center,4001 Coastal HWY (40TH ST),OCEAN CITY,WORCESTER,MD,21842,CLOSED,state,USA-MD,,,USA-MD,38.36739735,-75.07158822
nss_shelters-115372,115372,Saint Pauls By The Sea,302 N BALTIMORE AVE,OCEAN CITY,WORCESTER,MD,21842,CLOSED,state,USA-MD,,,USA-MD,38.33462926,-75.08459155
nss_shelters-115209,115209,Saint Pauls United Methodist Church,205 MARYLAND AVENUE,CAMBRIDGE,DORCHESTER,MD,21613,CLOSED,state,USA-MD,,,USA-MD,38.57027861,-76.07057225
nss_shelters-115355,115355,Saint Pauls United Methodist Church,9250 Deal Island Road  PO Box 54,DEAL ISLAND,SOMERSET,MD,21821,CLOSED,state,USA-MD,,,USA-MD,38.13956631,-75.94958645
nss_shelters-355187,355187,Saint Peters Lutheran Church,10301 Coastal Highway,OCEAN CITY,WORCESTER,MD,21842,CLOSED,state,USA-MD,,,USA-MD,38.3358442,-75.0853092
nss_shelters-115205,115205,Sandy Hill Elementary School,1503 GLASCOW RD,CAMBRIDGE,DORCHESTER,MD,21613,CLOSED,state,USA-MD,,,USA-MD,38.57929881,-76.08915224
nss_shelters-115262,115262,Tilghman Elementary School,21374 FOSTER AVENUE,TILGHMAN,TALBOT,MD,21671,CLOSED,state,USA-MD,,,USA-MD,38.7134237,-76.3419067
nss_shelters-354640,354640,Bar Harbor Fire Station,37 Firefly Lane,BAR HARBOR,HANCOCK,ME,04609,CLOSED,state,USA-ME,,,USA-ME,44.3881902,-68.2043979
nss_shelters-71600,71600,Boothbay Region YMCA,261 Townsend Ave,BOOTHBAY HARBOR,LINCOLN,ME,04538,CLOSED,state,USA-ME,,,USA-ME,43.85905657,-69.62573381
nss_shelters-333337,333337,Boothbay Regional Elementary School,238 Townsend Ave,BOOTHBAY HARBOR,LINCOLN,ME,04538,CLOSED,state,USA-ME,,,USA-ME,43.86027964,-69.62635434
